Family	scientificName	age	Latitude	Longitude	p_lng_MERDITH2021	p_lat_MERDITH2021	p_lng_PALEOMAP	p_lat_PALEOMAP	p_lng_MATTHEWS2016_pmag_ref	p_lat_MATTHEWS2016_pmag_ref	range_p_lat	max_dist
Hemiscylliidae	Acanthoscyllium sahelalmae	84.701	33.994	35.656	38.1599	12.818	31.071	15.3511	37.5763	12.6264	2.7247	815.153
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	49.79	3.64	12.7207	40.1312	5.5977	39.9615	11.592	39.5918	0.539400000000001	607.978
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	49.508	4.081	13.0949	39.8503	5.9537	39.6678	11.9722	39.3182	0.5321	612.125
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	50.882	-1.344	8.5354	41.2439	1.4911	41.2205	7.4077	40.6254	0.618499999999997	590.433
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	51.489	-2.504	7.5791	41.8643	0.575	41.8741	6.4407	41.2281	0.646000000000001	581.321
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	51.489	-2.504	7.5791	41.8643	0.575	41.8741	6.4407	41.2281	0.646000000000001	581.321
Hemiscylliidae	Adnetoscyllium angloparisensis	82.1	51.447	-1.345	8.5469	41.8088	1.5381	41.7844	7.4007	41.1904	0.618400000000001	582.375
Hemiscylliidae	Adnetoscyllium angloparisensis	84.701	49.797	3.508	13.306	40.5051	5.0904	39.9216	12.0118	39.7129	0.792200000000001	702.11
Hemiscylliidae	Adnetoscyllium angloparisensis	84.701	51.447	-1.345	9.2088	42.1586	1.1037	41.6798	7.9073	41.2804	0.8782	674.206
Hemiscylliidae	Adnetoscyllium angloparisensis	84.951	52.029	0.86	11.1413	42.7712	2.936	42.1966	9.776	41.9067	0.8645	677.381
Hemiscylliidae	Adnetoscyllium sp.	98.35	52.128	0.037	16.0327	43.9996	1.5957	40.9517	13.4595	42.5696	3.0479	1232.646
Hemiscylliidae	Adnetoscyllium sp.	92.15	49.597	4.325	16.8261	41.2999	5.0206	39.4789	14.9419	40.022	1.821	1021.697
Hemiscylliidae	Almascyllium cheikheliasi	84.701	33.994	35.656	38.1599	12.818	31.071	15.3511	37.5763	12.6264	2.7247	815.153
Hemiscylliidae	Almascyllium sp.	98.35	45.936	-0.69	15.6219	37.7971	1.2683	34.7469	13.461	36.3593	3.0502	1331.855
Orectolobiformes incert. fam.	Annea altucuspis	160.2	50.452	19.521	40.547	38.7343	26.3539	42.2636	40.3987	39.8476	3.5293	1263.541
Orectolobiformes incert. fam.	Annea altucuspis	164.601	51.907	10.522	32.4917	38.807	18.6403	42.4404	32.2476	39.0808	3.63339999999999	1237.756
Orectolobiformes incert. fam.	Annea altucuspis	164.601	50.452	19.521	39.8664	40.0099	26.4498	41.8265	39.6436	40.3188	1.8166	1146.821
Orectolobiformes incert. fam.	Annea carinata	169.3	51.164	10.448	32.1384	38.6445	18.9315	41.0561	31.932	38.0803	2.9758	1163.654
Orectolobiformes incert. fam.	Annea carinata	172.25	52.237	9.874	30.0608	39.9197	18.3769	41.5936	30.4013	40.1127	1.6739	1026.29
Orectolobiformes incert. fam.	Annea maubeugei	178.95	49.559	5.742	26.1795	37.3678	15.6027	38.1828	27.8247	40.2785	2.9107	1079.689
Orectolobiformes incert. fam.	Annea maubeugei	178.95	49.479	6.085	26.4716	37.4137	15.9004	38.1478	28.1304	40.3186	2.9049	1082.139
Orectolobiformes incert. fam.	Annea myriacuspis	164.601	51.752	-1.258	24.154	35.8097	8.9313	41.5091	23.9077	36.0383	5.6994	1465.469
Orectolobiformes incert. fam.	Annea sp.	98.35	52.128	0.037	16.0327	43.9996	1.5957	40.9517	13.4595	42.5696	3.0479	1232.646
Orectolobiformes incert. fam.	Annea sp.	105.351	51.079	1.179	20.8543	42.5466	5.7393	40.1366	21.4577	41.8087	2.41	1334.059
Orectolobiformes incert. fam.	Annea sp.	119.65	51.096	1.166	26.658	41.2279	11.9542	40.9307	30.1131	39.8609	1.367	1543.451
Brachaeluridae	Brachaelurid (gen. nov.) roklumensis	128.55	52.374	9.739	34.1612	40.838	18.805	42.9527	38.1033	38.3239	4.6288	1707.014
Brachaeluridae	Brachaelurid (gen. nov.) sp.	137.05	43.956	3.808	31.77	29.7353	13.2578	34.8367	35.3866	27.9645	6.8722	2232.304
Brachaeluridae	Brachaelurus sp.	35.951	31.167	36.942	35.1315	18.2547	31.6963	24.5121	34.2661	22.0797	6.2574	778.936
Brachaeluridae	Brachaelurus sp.	9.786	-27.102	-70.856	-69.9782	-29.1581	-68.374	-27.428	-68.7882	-29.6451	2.2171	249.038
Ginglymostomatidae	Cantioscyllium alhaulfi	128.55	40.601	-0.923	21.1372	28.6549	9.3253	30.8864	24.0747	27.1996	3.6868	1492.194
Ginglymostomatidae	Cantioscyllium bighornensis	74.25	43.233	-106.311	-66.711	49.9959	-76.2699	51.5103	-66.8219	48.5254	2.9849	753.378
Ginglymostomatidae	Cantioscyllium bighornensis	84.951	39.423	-111.714	-71	46.3082	-78.8999	44.6388	-70.5753	44.9782	1.6694	659.339
Ginglymostomatidae	Cantioscyllium bighornensis	88.05	39.423	-111.714	-69.9414	45.7489	-78.2051	43.489	-69.3309	44.2168	2.2599	717.731
Ginglymostomatidae	Cantioscyllium brachyplicatum	98.35	40.362	-0.449	14.1578	31.3647	1.6867	28.1134	12.3747	29.8786	3.2513	1258.237
Ginglymostomatidae	Cantioscyllium clementsi	77.85	34.628	-78.563	-42.2137	33.9505	-49.1547	35.5756	-42.663	32.8029	2.7727	672.601
Ginglymostomatidae	Cantioscyllium decipiens	97.201	34.171	35.75	40.3449	12.5519	30.016	12.7605	39.3102	12.1681	0.5924	1122.214
Ginglymostomatidae	Cantioscyllium decipiens	95.15	32.785	-96.901	-53.7601	35.7687	-63.0927	31.8059	-53.8213	33.4616	3.9628	969.054
Ginglymostomatidae	Cantioscyllium decipiens	97.201	33.046	-96.994	-52.7246	36.0031	-62.023	31.31	-52.8655	33.522	4.6931	1006.653
Ginglymostomatidae	Cantioscyllium decipiens	88.05	31.264	-98.546	-59.2234	35.0101	-67.1502	33.1251	-59.1114	33.3341	1.885	760.771
Ginglymostomatidae	Cantioscyllium decipiens	90.601	32.72	-96.784	-55.9374	35.7547	-64.3581	33.2529	-55.8332	33.8379	2.5018	821.263
Ginglymostomatidae	Cantioscyllium decipiens	92.15	41.737	-99.587	-54.7614	45.0132	-63.5391	42.0534	-54.5531	42.957	2.95979999999999	781.457
Ginglymostomatidae	Cantioscyllium decipiens	91.851	44.647	-100.349	-54.4175	47.9613	-63.149	45.0898	-54.1491	45.9252	2.8715	741.512
Ginglymostomatidae	Cantioscyllium decipiens	98.35	45.936	-0.69	15.6219	37.7971	1.2683	34.7469	13.461	36.3593	3.0502	1331.855
Ginglymostomatidae	Cantioscyllium decipiens	98.35	45.986	-1.097	15.2623	37.8404	0.9221	34.788	13.106	36.389	3.05240000000001	1330.083
Ginglymostomatidae	Cantioscyllium decipiens	98.35	45.658	-0.187	16.0736	37.528	1.7053	34.4807	13.9197	36.1077	3.0473	1337.307
Ginglymostomatidae	Cantioscyllium decipiens	98.35	45.715	0.205	16.417	37.5923	2.0351	34.5472	14.2527	36.1849	3.04510000000001	1337.389
Ginglymostomatidae	Cantioscyllium decipiens	98.35	45.961	-0.822	15.505	37.8199	1.1556	34.7689	13.3451	36.3777	3.05099999999999	1331.156
Ginglymostomatidae	Cantioscyllium decipiens	97.201	51.627	0.798	16.1473	43.4779	2.1061	40.7076	13.7107	42.0763	2.7703	1200.053
Ginglymostomatidae	Cantioscyllium decipiens	88.05	54.953	-5.928	6.4225	46.1627	-2.9444	45.1356	4.8338	44.8711	1.2916	738.582
Ginglymostomatidae	Cantioscyllium decipiens	92.15	49.597	4.325	16.8261	41.2999	5.0206	39.4789	14.9419	40.022	1.821	1021.697
Ginglymostomatidae	Cantioscyllium decipiens	92.15	50.324	3.741	16.2886	42.0129	4.5116	40.1979	14.3779	40.7184	1.815	1008.733
Ginglymostomatidae	Cantioscyllium decipiens	94.701	50.324	3.741	17.5217	42.1411	4.3462	39.9582	15.3589	40.8373	2.1829	1132.662
Ginglymostomatidae	Cantioscyllium decipiens	94.701	45.555	0.02	14.471	37.2992	1.357	35.128	12.6345	35.8991	2.1712	1202.506
Ginglymostomatidae	Cantioscyllium decipiens	94.701	50.93	13.459	25.8388	43.0786	12.3871	40.8947	23.4566	42.0658	2.1839	1139.455
Ginglymostomatidae	Cantioscyllium estesi	68.05	48.578	-114.152	-73.918	57.7672	-88.7463	57.0002	-73.5889	56.1349	1.6323	934.82
Ginglymostomatidae	Cantioscyllium estesi	68.3	43.032	-104.642	-67.12	50.0793	-79.6	49.7995	-67.1724	48.3988	1.6805	919.7
Ginglymostomatidae	Cantioscyllium estesi	68.3	41.791	-107.243	-70.6009	49.6404	-82.9577	49.1178	-70.5421	47.9737	1.6667	924.418
Ginglymostomatidae	Cantioscyllium estesi	74.25	37.5	-111.584	-75.2593	45.9572	-85.6968	47.1219	-75.1691	44.5178	2.6041	867.005
Ginglymostomatidae	Cantioscyllium estesi	77.85	37.288	-111.767	-74.2278	45.1241	-83.5504	46.0022	-74.1521	43.9435	2.0587	775.325
Ginglymostomatidae	Cantioscyllium hashimiaensis	84.701	31	35.717	37.6151	10.5208	29.9583	11.024	37.0927	10.3162	0.707799999999999	839.251
Ginglymostomatidae	Cantioscyllium lobatum	91.851	49.373	14.96	25.8857	41.4331	13.9966	39.5593	23.8584	40.4425	1.8738	1028.235
Ginglymostomatidae	Cantioscyllium markaguntensis	73.25	40.368	-107.544	-69.888	47.8166	-80.9202	48.8639	-69.9319	46.2804	2.5835	874.281
Ginglymostomatidae	Cantioscyllium markaguntensis	88.05	37.274	-111.669	-70.7072	43.6696	-80.0896	41.9367	-70.1423	42.1505	1.7329	823.455
Ginglymostomatidae	Cantioscyllium meyeri	68.05	33.427	-95.436	-62.5983	38.5294	-73.5399	38.6406	-62.8094	36.8539	1.7867	965.667
Ginglymostomatidae	Cantioscyllium meyeri	82.1	33.427	-95.436	-57.5327	37.0155	-64.7428	36.6672	-57.6487	35.7938	1.22170000000001	644.929
Ginglymostomatidae	Cantioscyllium nessovi	86.701	42.47	65.741	70.0156	38.4496	59.7541	36.8301	68.469	39.0115	2.1814	922.821
Ginglymostomatidae	Cantioscyllium nessovi	88.05	42.47	65.741	70.7228	38.7914	59.7263	37.1225	69.0179	39.351	2.2285	983.36
Ginglymostomatidae	Cantioscyllium sp.	77.85	49.477	-111.445	-67.1545	56.4828	-75.9294	57.4761	-67.1608	55.2776	2.1985	593.932
Ginglymostomatidae	Cantioscyllium sp.	77.85	49.817	-113.204	-68.8281	57.2416	-77.7231	58.1838	-68.7765	56.0406	2.1432	591.692
Ginglymostomatidae	Cantioscyllium sp.	98.35	32.832	-97.048	-52.2517	35.7846	-61.54	30.6784	-52.4402	33.2075	5.1062	1033.736
Ginglymostomatidae	Cantioscyllium sp.	69.05	34.831	-77.816	-44.4832	34.8127	-54.7188	36.1356	-45.1036	33.1623	2.97329999999999	940.637
Ginglymostomatidae	Cantioscyllium sp.	77.85	33.687	-80.436	-44.3419	33.5548	-51.3123	35.1385	-44.7597	32.3936	2.7449	678.877
Ginglymostomatidae	Cantioscyllium sp.	84.951	34.58	-105.996	-66.8605	40.3722	-74.2959	39.1248	-66.6441	38.9984	1.3738	662.225
Ginglymostomatidae	Cantioscyllium sp.	84.951	32.096	-88.687	-50.3351	33.8855	-57.9338	32.7863	-50.4878	32.4055	1.48	717.669
Ginglymostomatidae	Cantioscyllium sp.	88.05	34.58	-105.996	-65.7216	39.857	-73.4913	37.9721	-65.3768	38.2624	1.8849	712.081
Ginglymostomatidae	Cantioscyllium sp.	84.701	50.246	57.207	59.3619	44.4789	50.487	43.0229	57.6968	44.8123	1.7894	732.467
Ginglymostomatidae	Cantioscyllium sp.	98.35	45.936	-0.69	15.6219	37.7971	1.2683	34.7469	13.461	36.3593	3.0502	1331.855
Ginglymostomatidae	Cantioscyllium sp.	154.701	50.608	-2.114	26.3969	32.367	7.5819	41.6139	25.0642	34.6819	9.2469	1957.782
Ginglymostomatidae	Cantioscyllium sp.	68.05	32.239	-7.958	-0.7218	20.6141	-8.7036	24.4142	-1.5126	19.7612	4.653	922.465
Orectolobidae	Cederstroemia havreensis	74.25	50.476	4.006	12.2749	40.2354	6.6745	42.12	10.8519	39.837	2.28299999999999	514.287
Orectolobidae	Cederstroemia havreensis	82.1	49.993	1.877	11.2331	40.3345	4.127	40.217	10.1102	39.7667	0.567799999999998	604.348
Orectolobidae	Cederstroemia havreensis	82.1	49.993	1.877	11.2331	40.3345	4.127	40.217	10.1102	39.7667	0.567799999999998	604.348
Orectolobidae	Cederstroemia havreensis	82.1	49.508	4.081	13.0949	39.8503	5.9537	39.6678	11.9722	39.3182	0.5321	612.125
Orectolobidae	Cederstroemia havreensis	82.1	50.882	-1.344	8.5354	41.2439	1.4911	41.2205	7.4077	40.6254	0.618499999999997	590.433
Orectolobidae	Cederstroemia havreensis	82.1	50.879	-0.818	8.9766	41.2358	1.9311	41.1969	7.845	40.6255	0.610299999999995	590.686
Orectolobidae	Cederstroemia havreensis	84.701	51.545	-0.683	9.7664	42.2528	1.6611	41.7594	8.4537	41.3859	0.866900000000001	673.442
Orectolobidae	Cederstroemia nilsi	82.1	56.029	14.157	21.2148	46.521	14.4554	46.0489	19.7816	46.1474	0.472099999999998	523.384
Orectolobidae	Cederstroemia siverssoni	90.601	49.744	15.338	25.5635	41.7391	14.3683	39.9739	23.633	40.7462	1.7652	963.34
Orectolobidae	Cederstroemia siverssoni	91.851	49.373	14.96	25.8857	41.4331	13.9966	39.5593	23.8584	40.4425	1.8738	1028.235
Orectolobidae	Cederstroemia siverssoni	106.75	46.603	1.888	22.3943	37.9364	7.2179	35.7926	23.6644	37.2662	2.1438	1480.056
Orectolobidae	Cederstroemia siverssoni	111.6	48.637	4.947	27.2711	39.5433	12.1	38.1702	30.4803	38.6343	1.3731	1603.672
Orectolobidae	Cederstroemia siverssoni	98.35	45.715	0.205	16.417	37.5923	2.0351	34.5472	14.2527	36.1849	3.04510000000001	1337.389
Orectolobidae	Cederstroemia siverssoni	98.35	45.961	-0.822	15.505	37.8199	1.1556	34.7689	13.3451	36.3777	3.05099999999999	1331.156
Orectolobidae	Cederstroemia siverssoni	108.9	48.637	4.947	26.1183	39.7836	10.8943	38.0178	28.6994	39.0396	1.7658	1554.219
Orectolobidae	Cederstroemia siverssoni	92.15	49.597	4.325	16.8261	41.2999	5.0206	39.4789	14.9419	40.022	1.821	1021.697
Orectolobidae	Cederstroemia siverssoni	95.851	48.92	-1.445	13.6559	40.6876	0.1652	38.2429	11.5647	39.2316	2.4447	1190.946
Orectolobidae	Cederstroemia sp.	84.951	43.04	142.06	146.4013	52.2582	132.9295	49.3637	146.5011	53.7223	4.3586	1056.709
Orectolobidae	Cederstroemia sp.	74.25	51.288	45.443	46.8423	43.0002	41.8112	42.462	45.2997	43.4759	1.0139	416.275
Orectolobidae	Cederstroemia sp.	98.35	52.128	0.037	16.0327	43.9996	1.5957	40.9517	13.4595	42.5696	3.0479	1232.646
Orectolobidae	Cederstroemia sp.	104.05	49.446	32.063	46.983	42.6301	30.844	40.2924	46.4339	41.8944	2.3377	1370.882
Orectolobidae	Cederstroemia sp.	104.05	49.446	32.063	46.983	42.6301	30.844	40.2924	46.4339	41.8944	2.3377	1370.882
Orectolobidae	Cederstroemia sp.	104.05	49.446	32.063	46.983	42.6301	30.844	40.2924	46.4339	41.8944	2.3377	1370.882
Orectolobidae	Cederstroemia sp.	88.05	54.953	-5.928	6.4225	46.1627	-2.9444	45.1356	4.8338	44.8711	1.2916	738.582
Orectolobidae	Cederstroemia triangulata	74.25	43.233	-106.311	-66.711	49.9959	-76.2699	51.5103	-66.8219	48.5254	2.9849	753.378
Orectolobidae	Cederstroemia triangulata	77.85	47.279	-109.724	-66.784	54.0144	-75.3192	55.0221	-66.8167	52.8086	2.2135	610.081
Orectolobidae	Cederstroemia ziaensis	84.951	34.58	-105.996	-66.8605	40.3722	-74.2959	39.1248	-66.6441	38.9984	1.3738	662.225
Hemiscylliidae	Chiloscyllium broennimanni	69.05	10.747	-61.084	-37.1991	6.146	-45.1943	7.9043	-37.5353	4.577	3.3273	923.883
Hemiscylliidae	Chiloscyllium frequens	74.25	48.772	3.891	12.1607	38.5321	6.3686	40.4299	10.8084	38.1317	2.2982	540.905
Hemiscylliidae	Chiloscyllium frequens	74.25	53.423	8.467	15.9525	43.1854	10.7996	44.8177	14.3762	42.8769	1.9408	451.219
Hemiscylliidae	Chiloscyllium frequens	82.1	49.79	3.64	12.7207	40.1312	5.5977	39.9615	11.592	39.5918	0.539400000000001	607.978
Hemiscylliidae	Chiloscyllium frequens	82.1	49.79	3.64	12.7207	40.1312	5.5977	39.9615	11.592	39.5918	0.539400000000001	607.978
Hemiscylliidae	Chiloscyllium frequens	82.1	49.993	1.877	11.2331	40.3345	4.127	40.217	10.1102	39.7667	0.567799999999998	604.348
Hemiscylliidae	Chiloscyllium frequens	82.1	49.993	1.877	11.2331	40.3345	4.127	40.217	10.1102	39.7667	0.567799999999998	604.348
Hemiscylliidae	Chiloscyllium frequens	82.1	49.508	4.081	13.0949	39.8503	5.9537	39.6678	11.9722	39.3182	0.5321	612.125
Hemiscylliidae	Chiloscyllium frequens	82.1	50.882	-1.344	8.5354	41.2439	1.4911	41.2205	7.4077	40.6254	0.618499999999997	590.433
Hemiscylliidae	Chiloscyllium frequens	82.1	51.489	-2.504	7.5791	41.8643	0.575	41.8741	6.4407	41.2281	0.646000000000001	581.321
Hemiscylliidae	Chiloscyllium frequens	82.1	51.489	-2.504	7.5791	41.8643	0.575	41.8741	6.4407	41.2281	0.646000000000001	581.321
Hemiscylliidae	Chiloscyllium frequens	82.1	50.879	-0.818	8.9766	41.2358	1.9311	41.1969	7.845	40.6255	0.610299999999995	590.686
Hemiscylliidae	Chiloscyllium frequens	82.1	51.447	-1.345	8.5469	41.8088	1.5381	41.7844	7.4007	41.1904	0.618400000000001	582.375
Hemiscylliidae	Chiloscyllium frequens	84.701	49.797	3.508	13.306	40.5051	5.0904	39.9216	12.0118	39.7129	0.792200000000001	702.11
Hemiscylliidae	Chiloscyllium frequens	84.701	51.545	-0.683	9.7664	42.2528	1.6611	41.7594	8.4537	41.3859	0.866900000000001	673.442
Hemiscylliidae	Chiloscyllium frequens	84.701	51.545	-0.683	9.7664	42.2528	1.6611	41.7594	8.4537	41.3859	0.866900000000001	673.442
Hemiscylliidae	Chiloscyllium frequens	84.701	51.447	-1.345	9.2088	42.1586	1.1037	41.6798	7.9073	41.2804	0.8782	674.206
Hemiscylliidae	Chiloscyllium frequens	84.951	52.029	0.86	11.1413	42.7712	2.936	42.1966	9.776	41.9067	0.8645	677.381
Hemiscylliidae	Chiloscyllium gaemersi	74.25	51.98	7.312	15.0197	41.7368	9.6636	43.4367	13.515	41.4058	2.0309	478.374
Hemiscylliidae	Chiloscyllium grandis	84.951	33.659	-91.151	-52.2032	35.9782	-59.8126	34.8573	-52.3135	34.5043	1.4739	702.004
Hemiscylliidae	Chiloscyllium greeni	90.601	32.72	-96.784	-55.9374	35.7547	-64.3581	33.2529	-55.8332	33.8379	2.5018	821.263
Hemiscylliidae	Chiloscyllium greeni	90.601	35.487	-106.201	-64.6018	40.4457	-72.7163	37.9764	-64.1801	38.6512	2.4693	752.176
Hemiscylliidae	Chiloscyllium greeni	92.15	34.459	-107.548	-65.5809	39.6882	-75.8255	36.9643	-65.177	37.7848	2.7239	947.036
Hemiscylliidae	Chiloscyllium greeni	91.851	44.647	-100.349	-54.4175	47.9613	-63.149	45.0898	-54.1491	45.9252	2.8715	741.512
Hemiscylliidae	Chiloscyllium humboldti	91.851	49.373	14.96	25.8857	41.4331	13.9966	39.5593	23.8584	40.4425	1.8738	1028.235
Hemiscylliidae	Chiloscyllium meraense	51.9	32.239	-7.958	-2.8819	20.4402	-9.5335	26.6198	-3.895	19.7539	6.8659	963.848
Hemiscylliidae	Chiloscyllium meraense	51.9	32.905	-6.925	-1.8304	20.9235	-8.4406	27.1207	-2.8682	20.2739	6.8468	960.516
Hemiscylliidae	Chiloscyllium meraense	51.9	32.905	-6.925	-1.8304	20.9235	-8.4406	27.1207	-2.8682	20.2739	6.8468	960.516
Hemiscylliidae	Chiloscyllium meraense	51.9	32.905	-6.925	-1.8304	20.9235	-8.4406	27.1207	-2.8682	20.2739	6.8468	960.516
Hemiscylliidae	Chiloscyllium mereretiae	94.701	28.357	28.863	33.279	9.9816	23.3341	8.8758	32.4572	9.2811	1.1058	1098.975
Hemiscylliidae	Chiloscyllium minutum	60.4	50.703	4.991	9.8807	39.9468	2.6117	44.7853	8.824	39.111	5.6743	813.452
Hemiscylliidae	Chiloscyllium minutum	60.4	50.703	4.991	9.8807	39.9468	2.6117	44.7853	8.824	39.111	5.6743	813.452
Hemiscylliidae	Chiloscyllium missouriense	74.25	37.5	-111.584	-75.2593	45.9572	-85.6968	47.1219	-75.1691	44.5178	2.6041	867.005
Hemiscylliidae	Chiloscyllium missouriense	77.85	47.279	-109.724	-66.784	54.0144	-75.3192	55.0221	-66.8167	52.8086	2.2135	610.081
Hemiscylliidae	Chiloscyllium missouriense	77.85	37.288	-111.767	-74.2278	45.1241	-83.5504	46.0022	-74.1521	43.9435	2.0587	775.325
Hemiscylliidae	Chiloscyllium salvani	57.6	32.905	-6.925	-1.2503	20.7552	-8.2576	26.2902	-1.9076	19.8485	6.4417	965.175
Hemiscylliidae	Chiloscyllium sp.	35.951	29.264	30.023	29.4164	17.804	26.0236	24.5596	28.4349	21.4402	6.7556	826.677
Hemiscylliidae	Chiloscyllium sp.	35.951	29.471	30.624	29.9606	18.0253	26.6078	24.7473	28.9823	21.681	6.722	821.36
Hemiscylliidae	Chiloscyllium sp.	98.35	45.936	-0.69	15.6219	37.7971	1.2683	34.7469	13.461	36.3593	3.0502	1331.855
Hemiscylliidae	Chiloscyllium sp.	98.35	45.986	-1.097	15.2623	37.8404	0.9221	34.788	13.106	36.389	3.05240000000001	1330.083
Hemiscylliidae	Chiloscyllium sp.	98.35	45.658	-0.187	16.0736	37.528	1.7053	34.4807	13.9197	36.1077	3.0473	1337.307
Hemiscylliidae	Chiloscyllium sp.	98.35	45.715	0.205	16.417	37.5923	2.0351	34.5472	14.2527	36.1849	3.04510000000001	1337.389
Hemiscylliidae	Chiloscyllium sp.	97.201	52.052	8.399	22.6203	44.1072	8.2936	41.3763	19.9962	42.9485	2.7309	1209.934
Hemiscylliidae	Chiloscyllium sp.	19.501	-0.773	-47.177	-41.1947	-6.0694	-43.1718	-0.7469	-41.1119	-5.7958	5.3225	628.199
Hemiscylliidae	Chiloscyllium sp.	10	4.817	114.702	114.6293	7.153	115.203	4.7958	114.8742	7.4879	2.6921	299.928
Hemiscylliidae	Chiloscyllium sp.	68.05	43.672	-79.393	-42.1549	43.449	-53.5321	44.9752	-42.8927	41.8545	3.1207	927.916
Hemiscylliidae	Chiloscyllium sp.	31	21	57.004	53.1507	10.4553	50.3054	13.7256	52.9996	12.9408	3.2703	476.233
Hemiscylliidae	Chiloscyllium sp.	68.05	14.559	-17.114	-14.113	5.9996	-21.5826	9.1995	-14.4879	4.8399	4.3596	920.124
Hemiscylliidae	Chiloscyllium sp.	56.531	6.591	1.5	1.5059	-6.5221	-4.8964	-0.8164	1.4483	-7.3023	6.4859	1005.099
Hemiscylliidae	Chiloscyllium sp.	56.531	6.591	1.5	1.5059	-6.5221	-4.8964	-0.8164	1.4483	-7.3023	6.4859	1005.099
Hemiscylliidae	Chiloscyllium sp.	97.201	33.046	-96.994	-52.7246	36.0031	-62.023	31.31	-52.8655	33.522	4.6931	1006.653
Brachaeluridae	Chiloscyllium sp.	68.05	40.065	-74.523	-39.5354	38.7315	-50.2866	40.4509	-40.2564	37.1625	3.2884	943.899
Hemiscylliidae	Chiloscyllium sp.	68.05	40.065	-74.523	-39.5354	38.7315	-50.2866	40.4509	-40.2564	37.1625	3.2884	943.899
Hemiscylliidae	Chiloscyllium sp.	68.05	48.578	-114.152	-73.918	57.7672	-88.7463	57.0002	-73.5889	56.1349	1.6323	934.82
Hemiscylliidae	Chiloscyllium sp.	68.05	47.678	-106.235	-65.888	54.7858	-79.3471	54.5703	-65.9324	53.1165	1.6693	896.232
Brachaeluridae	Chiloscyllium sp.	71.1	40.471	-74.012	-37.6765	38.9161	-47.3276	40.8448	-38.5192	37.3797	3.4651	852.872
Hemiscylliidae	Chiloscyllium sp.	73.25	40.368	-107.544	-69.888	47.8166	-80.9202	48.8639	-69.9319	46.2804	2.5835	874.281
Hemiscylliidae	Chiloscyllium sp.	79.201	32.75	-86.75	-50.2645	34.1605	-57.2455	35.1466	-50.5714	33.0636	2.083	657.566
Hemiscylliidae	Chiloscyllium sp.	84.951	34.58	-105.996	-66.8605	40.3722	-74.2959	39.1248	-66.6441	38.9984	1.3738	662.225
Hemiscylliidae	Chiloscyllium sp.	84.951	33.659	-91.151	-52.2032	35.9782	-59.8126	34.8573	-52.3135	34.5043	1.4739	702.004
Hemiscylliidae	Chiloscyllium sp.	88.05	31.264	-98.546	-59.2234	35.0101	-67.1502	33.1251	-59.1114	33.3341	1.885	760.771
Hemiscylliidae	Chiloscyllium sp.	92.15	41.737	-99.587	-54.7614	45.0132	-63.5391	42.0534	-54.5531	42.957	2.95979999999999	781.457
Hemiscylliidae	Chiloscyllium sp.	91.851	32.785	-96.901	-55.4162	35.8236	-64.116	32.9527	-55.3526	33.7998	2.8709	860.694
Hemiscylliidae	Chiloscyllium sp.	95.851	38.276	-104.712	-59.5107	42.6963	-68.4171	38.5298	-59.2784	40.3984	4.1665	883.659
Hemiscylliidae	Chiloscyllium sp.	44.4	30.632	31.939	31.8028	16.2546	27.1698	23.1819	30.6959	19.359	6.9273	907.503
Hemiscylliidae	Chiloscyllium sp.	56.32	34.714	7.959	11.9513	20.3365	5.6803	26.0949	11.16	19.83	6.2649	904.502
Hemiscylliidae	Chiloscyllium sp.	71.1	34.64	39.049	40.1941	13.9853	33.5463	17.4539	39.5123	14.3861	3.4686	809.185
Hemiscylliidae	Chiloscyllium sp.	71.1	34.64	39.049	40.1941	13.9853	33.5463	17.4539	39.5123	14.3861	3.4686	809.185
Hemiscylliidae	Chiloscyllium sp.	98.35	52.128	0.037	16.0327	43.9996	1.5957	40.9517	13.4595	42.5696	3.0479	1232.646
Hemiscylliidae	Chiloscyllium sp.	104.05	49.446	32.063	46.983	42.6301	30.844	40.2924	46.4339	41.8944	2.3377	1370.882
Hemiscylliidae	Chiloscyllium sp.	119.65	51.096	1.166	26.658	41.2279	11.9542	40.9307	30.1131	39.8609	1.367	1543.451
Hemiscylliidae	Chiloscyllium sp.	44.4	31.294	-8.073	-3.9551	19.7259	-10.4174	27.1474	-5.6802	20.7848	7.4215	1053.88
Hemiscylliidae	Chiloscyllium sp.	49.15	49.54	3.414	6.8207	39.2414	0.605	45.51	4.4379	39.3082	6.2686	863.659
Hemiscylliidae	Chiloscyllium sp.	68.05	42.4	-2.35	6.1857	31.348	-2.3674	34.5085	5.004	30.6696	3.8389	872.97
Hemiscylliidae	Chiloscyllium sp.	71.1	32.239	-7.958	-0.3096	20.739	-7.6328	24.115	-1.1362	19.9658	4.1492	841.31
Hemiscylliidae	Chiloscyllium sp.	71.1	32.239	-7.958	-0.3096	20.739	-7.6328	24.115	-1.1362	19.9658	4.1492	841.31
Hemiscylliidae	Chiloscyllium sp.	74.25	51.98	7.312	15.0197	41.7368	9.6636	43.4367	13.515	41.4058	2.0309	478.374
