scientificName	earliestAge	latestAge	higherGeography
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	70.101	Outside_Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	76.4	72.101	Outside_Tethys
Plicatoscyllium	72.1	70.101	Outside_Tethys
Plicatoscyllium	72.1	70.101	Outside_Tethys
Plicatoscyllium	76.4	72.101	Outside_Tethys
Plicatoscyllium	76.4	72.101	Outside_Tethys
Plicatoscyllium	76.4	72.101	Outside_Tethys
Plicatoscyllium	83.6	72.101	Outside_Tethys
Plicatoscyllium	83.6	72.101	Outside_Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	72.1	66.001	Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	72.1	66.001	Tethys
Plicatoscyllium	72.1	66.001	Tethys
Plicatoscyllium	72.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	83.6	72.101	Tethys
Plicatoscyllium	72.1	66.001	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	72.1	70.101	Tethys
Plicatoscyllium	83.6	66.001	Tethys
Plicatoscyllium	72.1	66.001	Outside_Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Tethys
Plicatoscyllium	70.1	66.001	Outside_Tethys
Protoginglymostoma	47.8	41.001	Tethys
Protoginglymostoma	56	47.801	Tethys
Protoginglymostoma	56	47.801	Tethys
Protoginglymostoma	56	47.801	Tethys
Protoginglymostoma	56	47.801	Tethys
Protoginglymostoma	56	47.801	Outside_Tethys
Pseudoginglymostoma	72.1	70.101	Tethys
Pseudoginglymostoma	70.1	66.001	Tethys
Pseudoginglymostoma	72.1	66.001	Tethys
Pseudoginglymostoma	51	49	Outside_Tethys
Pseudoginglymostoma	52.5	51	Outside_Tethys
Pseudospinax	100.5	96.201	Tethys
Pseudospinax	100.5	96.201	Tethys
Pseudospinax	100.5	93.901	Tethys
Restesia	72.1	66.001	Outside_Tethys
Restesia	70.1	66.001	Outside_Tethys
Restesia	70.1	66.001	Outside_Tethys
Restesia	70.6	66.001	Outside_Tethys
Restesia	70.6	66.001	Outside_Tethys
Restesia	70.6	66.001	Outside_Tethys
Restesia	83.6	72.101	Outside_Tethys
Restesia	83.6	72.101	Outside_Tethys
Restesia	70.1	66.001	Outside_Tethys
Rhincodon	20.44	15.971	Tethys
Rhincodon	15.97	13.821	Tethys
Rhincodon	11.62	2.589	Outside_Tethys
Rhincodon	23.9	22.3	Outside_Tethys
Rhincodon	28.1	23.031	Outside_Tethys
Rhincodon	20.44	15.971	Outside_Tethys
Rhincodon	28.1	23.031	Outside_Tethys
Rhincodon	5.333	2.589	Outside_Tethys
Rhincodon	41.3	15.971	Outside_Tethys
Squatiscyllium	56	47.801	Tethys
Squatiscyllium	59.2	47.801	Outside_Tethys
Squatiscyllium	59.2	56.001	Outside_Tethys
Squatiscyllium	59.2	56.001	Outside_Tethys
Squatiscyllium	59.2	56.001	Outside_Tethys
Squatiscyllium	47.8	41.001	Tethys
Squatiscyllium	56	47.801	Outside_Tethys
Stegostoma	38	33.901	Tethys
Stegostoma	38	33.901	Tethys
Stegostoma	38	33.901	Tethys
Stegostoma	33.9	28.101	Outside_Tethys
Stegostoma	41	38.001	Tethys
